Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Entrada,x,y
MTCGL;SUB CARGILL                                        MT       ;;;30/11/2023;,-48.28504872399998,-18.850323231000004
MTCGS;SUB SE CANGAS                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-56.566038007999964,-16.081940458999952
MTCHGU;SUB CHAPADA GUIMARAES                              MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-55.708264499999984,-15.47954716299995
MTCLAU;SUB SE CLAUDIA                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-54.87375371899998,-11.505881690999956
MTCM;SUB COUTO  MAGALHAES                               MT       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-43.47880328999997,-18.090602776999958
MTCNPA;SUB SE CAMPO NOVO DO PARECIS                       MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;11/12/2005,-57.89555505999999,-13.668079248999959
MTCON;SUB SE CONFRESA                                    MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;31/10/2020;,-51.561910608000005,-10.653301801999987
MTCPA;SUB SE CPA                                         MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-56.04336749999999,-15.55165700699996
MTDCU;SUB DISTRITO CUIABA                                MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;15/02/2014;,-56.004259708000006,-15.659478705999959
MTDENI;SUB SE DENISE                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-57.052971499999956,-14.74033710699996
MTDSA;SUB SE DERIVAÇAO SAPEZAL                           MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;02/06/2000,-58.094537484,-12.81044600399997
MTJAU;SUB JAURU                                          MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/2000,-58.863374093000004,-15.349054850999948
MTJGA;SUB SE JANGADA                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-56.49832354099999,-15.229453484999965
MTMAT;SUB SE MATUPA                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-54.93446590799999,-10.162272191999989
MTNOBR;SUB NOBRES                                         MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;19/05/1980,-56.33685450799999,-14.74220470499995
MTNOXA;SUB NOVA XAVANTINA                                 MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-52.364479700000004,-14.65414760799996
MTPAG;SUB SE PA GOLD                                     MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-55.079669207999984,-10.219039006999992
MTPRTA;SUB SECCIONADORA COMPLEXO DO PRATA                 MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;30/07/2017;18/07/2017,-48.92871567999998,-19.30051130999999
MTPRV;SUB PRIMAVERA DO LESTE                             MT       ;;;30/11/2023;,-54.30950581999997,-15.567512336999982
MTPTE;SUB PETROVINA                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/2000,-54.03798125399999,-16.791241254
MTQNO;SUB QUERENCIA DO NORTE                             MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;01/03/2016;,-52.20917333,-12.601745179999966
MTQTMA;SUB SE SAO JOSE DOS QUATRO MARCOS                  MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-58.17444369999998,-15.640688405999981
MTRC;SUB RONDONOPOLIS 1  CEMAT                          MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-54.597803107999994,-16.471160806
MTRDOC;SUB RONDONOPOLIS CENTRO                            MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;30/12/1998,-54.640539899999965,-16.459432953999965
MTSCM;SUB SECCIONAMENTO MALÚ                             MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;30/11/2023;13/11/2023,-51.752900463,-12.391603277999991
MTSJRC;SUB SAO JOSE DO RIO CLARO                          MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-56.73015231099998,-13.442422994999959
MTSPA;SUB SE ALTO PARAISO                                MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;08/09/2016;31/12/1990,-56.831890063,-9.945482137999988
MTTLA;SUB TREVO DO LAGARTO                               MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;15/02/2014;,-56.19550449999997,-15.645243436999976
MTVG;SUB SE VARZEA GRANDE                               MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;;31/12/1990,-56.129682,-15.671507373999987
MTVRA;SUB VILA RICA                                      MT       ;CMT;ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ;30/10/2020;,-51.11943830499996,-10.029661374
PATAP;SUB TAPAJOS CELPA                                  PA       ;CPA;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.                  ;;31/12/1990,-54.73076779499996,-2.4826703869999847
RJCEN;SUB CENTENARIA                                     RJ       ;LGT;LIGHT SERVIÇOS DE ELETRICIDADE S.A                             ;;02/06/2000,-60.718483203999995,2.7935527760000127
RRSECE;SUB SE CENTRO                                      RR       ;EDR;RORAIMA ENERGIA S.A                                            ;02/09/2019;31/12/1990,-60.67930810299998,2.824078030999999
RRSEFT;SUB SE FLORESTA                                    RR       ;EDR;RORAIMA ENERGIA S.A                                            ;02/09/2019;31/12/1990,-60.71117149699995,2.8279485780000186
RRSEMJ;SUB SE MUCAJAI                                     RR       ;EDR;RORAIMA ENERGIA S.A                                            ;02/09/2019;31/12/1990,-60.921552848999966,2.4289967180000076
RRSENP;SUB SE NOVO PARAISO                                RR       ;EDR;RORAIMA ENERGIA S.A                                            ;02/09/2019;31/12/1990,-60.381098592,1.2204353019999985
TOAGP;SUB AGUIARNOPOLIS                                  TO       ;;;;31/12/1990,-47.47812874299996,-6.568855063000001
TOALV;SUB ALVORADA                                       TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;01/01/2001,-49.127158399999985,-12.484264110999959
TOAR1;SUB ARAGUAINA 1                                    TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;30/12/1990,-48.237745109,-7.195212792999996
TOAR2;SUB ARAGUAINA II                                   TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/12/1990;,-48.262123325000005,-7.273618245999955
TODIA;SUB DIANOPOLIS                                     TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;06/07/2005,-46.832117245000006,-11.60554216099996
TOITG;SUB ITAGUATINS                                     TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/12/1990;,-47.50549806999999,-5.758039480999969
TONVO;SUB NOVA OLINDA                                    TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/12/1990;,-48.42883174999997,-7.622440729999994
TOPA4;SUB PALMAS IV                                      TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/08/2015;31/08/2015,-48.356043099999965,-10.179616482999961
TOSJO;SUB SAO JOAO                                       TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;;31/12/1990,-48.32268173199998,-10.450386481999999
TOSMG;SUB SÃO MIGUEL                                     TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/12/1990;,-47.555179531999954,-5.548532229999978
TOTOC;SUB TOCANTINOPOLIS                                 TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/12/1990;,-47.42911379999998,-6.307816417999959
MGGOB;SUB GERDAU O.BRANCO                                MG       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;30/12/2025;01/05/2025,-43.74216027299997,-20.52756982799997
TOGU2;SUB GUARAI II                                      TO       ;CET;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA SA                 ;31/12/1990;,-48.49726289199998,-8.822784603000002
MGBRO2;SUB BARROSO 4                                      MG       ;CD1;CEMIG DISTRIBUIÇÃO S.A.                                        ;;01/01/1984,-43.98474178699996,-21.18019924799995
MGHVAL;SUB COLETORA VÁRZEA DE PALMA 4                     MG       ;CG1;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;30/09/2022;22/08/2023,-44.64456611999998,-17.57819859899996
RNJND;SUB JANDAIRA II                                    RN       ;PRZ;ARGO VI TRANSMISSAO DE ENERGIA S.A                             ;01/08/2022;28/04/2023,-36.01945286799997,-5.411100087999955
SCABA;SUB AQUIBATA                                       SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;12/01/2011,-51.713252067999974,-26.62411016699997
ACTC;SUB TUCUMA                                         AC       ;TNO;EDP TRANSMISSÃO NORTE S.A.                                     ;17/06/2024;25/08/2024,-67.935191181,-10.044031606999965
AMMU-1;SUB MAUA                                           AM       ;ME ;Amazonas Energia S.A.                                          ;30/04/2014;,-59.933399157999986,-3.1754902019999918
BACAN;SUB CANUDOS I                                      BA       ;CN2;Eólica Canudos II SPE S.A.                                     ;31/12/2021;01/12/2023,-38.75152085499997,-10.130487191999975
CEARP;SUB ARARIPE IV                                     PI       ;VCZ;VENTOS DE SÃO ZACARIAS 01 ENERGIAS RENOVAVEIS S.A.             ;22/12/2023;02/10/2024,-40.71532008999998,-7.720134892999965
CEART;SUB ARATICUM                                       CE       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;30/06/2029;,-38.769999955,-7.285000246999971
MGARN;SUB COLETORA SOLAR ARINOS                          MG       ;189;VOLTALIA ENERGIA DO BRASIL LTDA.                               ;30/06/2023;30/04/2024,-45.96589511499997,-15.737569186999963
MTCUN;SUB CUIABA NORTE                                   MT       ;MZ7;MEZ 7 ENERGIA S.A.                                             ;30/03/2025;,-55.954138693000004,-15.581972151000002
PIFMRG;SUB COLETORA MARANGATU                             PI       ;SD8;MARANGATU 1 ENERGIAS RENOVAVEIS S.A.                           ;30/10/2023;19/04/2024,-41.27304289199998,-4.082201195999971
RNAVD;SUB AVENTURA II                                    RN       ;AV2;CENTRAL EOLICA AVENTURA II S/A                                 ;31/12/2020;,-35.774947288999954,-5.3350800239999785
RNCSER;SUB OESTE SERIDO                                   RN       ;BRN;ELERA RENOVAVEIS S A.                                          ;30/09/2023;27/12/2023,-36.66944701699998,-6.786298302999967
RNMEND;SUB MENDUBIM                                       RN       ;KUY;MENDUBIM GERAÇÃO DE ENERGIA LTDA                               ;31/07/2023;08/02/2024,-37.035712053,-5.615819068999997
RNTSN;SUB TERRA SANTA                                    RN       ;TS1;CENTRAL EOLICA TERRA SANTA SPE I SA                            ;30/10/2020;,-36.05748593999999,-5.256865780999988
SENSG;SUB NOSSA SENHORA DA GLORIA II                     SE       ;SRN;SERRA NEGRA TRANSMISSÃO DE ENERGIA S.A.                        ;31/12/2026;,-37.40833965499996,-10.26325000899999
SPUFGU;SUB SE COLETORA GUAIMBE                            SP       ;GIB;Guaimbê I Parque Solar S A                                     ;31/12/1990;,-49.86368369499996,-21.893809273999977
RNUMR;USI UMARI                                          RN       ;CVR;Casa dos Ventos Energias Renováveis SA                         ;31/05/2023;20/12/2023,-35.74508449399997,-6.406011393999961
SCXXE;SUB XANXERE (CELESC)                               SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;02/06/2000,-52.39021213799998,-26.863539619999983
SCCIS;SUB CANOINHAS ( CELESC )                           SC       ;CSC;Centrais Elétricas de Santa Catarina S/A                       ;;31/12/1990,-50.643235423999954,-26.261362074999965
BATEF;SUB TEIXEIRA FREITAS                               BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;31/12/1990;31/12/1990,-39.72109074599996,-17.528663134
BAILD;SUB ITABELA II                                     BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;31/12/1990,-39.54597285899996,-16.57973653199997
BACMC;SUB CAMACA                                         BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;31/12/1990,-39.49894607199997,-15.419069302999958
ROUALF;USI PCH ALTA FLORESTA                              RO       ;;;;04/02/1994,-62.04050092599999,-11.938524505999965
GOCDN;SUB CODEMIN                                        GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;02/06/2000,-48.34006781399995,-14.156677446000003
ACFL;SUB SE FLORESTA                                    AC       ;ELA;ENERGISA ACRE – DISTRIBUIDORA DE ENERGIA S.A.                  ;28/09/2024;,-67.84178116300001,-9.994448358999989
BABRK;SUB BRASKEM UNIB                                   BA       ;CPN;Companhia Petroquimica do Nordeste                             ;;31/12/1990,-38.492744190999986,-12.784558621999963
CEUCZS;SUB ICARAIZINHO SE                                 CE       ;ERE;CPFL ENERGIAS RENOVAVEIS S.A.                                  ;30/09/2009;14/10/2009,-39.67878601199999,-3.0179036339999925
BAEPC;SUB EMBASA                                         BA       ;CBA;Companhia de Eletricidade do Estado da Bahia                   ;;02/06/2000,-38.443899955999996,-12.715698802999952
RJPCI;SUB PACIENCIA                                      RJ       ;LGT;LIGHT SERVIÇOS DE ELETRICIDADE S.A                             ;;31/12/1990,-43.637000177999994,-22.935000049999985
